CB Link ID,Link Site ID,Street Address,Cross Street 1,Cross Street 2,Corner_location,Borough,Zip Code,Community Board,Council District,Site in BID,BID,Zoning,Neighborhood Tabulation Area (NTA),Census Tract (CT),Building Identification Number (BIN),Borough-Block-Lot (BBL),Latitude,Longitude,DoITT NTP Issued (A),DoITT NTP Expiration Date,In Progress/Suspended,Project Status,Location 1
LINK-011714,bx-02-119034,840 WESTCHESTER AVENUE,LONGWOOD AVE,PROSPECT AVE,SW,Bronx,10459,202,17,No,,C1-4,Longwood,2008700,2115863,2026890048,40.819731,-73.901293,02/22/2018 12:00:00 AM,08/22/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.81973114646875, -73.90129296339637)"
LINK-011145,bx-02-145554,931 WESTCHESTER AVENUE,ROGERS PLACE,INTERVALE AVENUE,SW,Bronx,10459,202,17,No,,C2-4,Longwood,2012901,2100333,2026990001,40.821827,-73.897669,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.82182723, -73.89766869)"
LINK-011182,mn-09-135705,3421 BROADWAY,WEST 140 STREET,WEST 139 STREET,NW,Manhattan,10031,109,7,No,,C1-4,Hamilton Heights,1022500,1062310,1020870093,40.822854,-73.953291,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Active!,"(40.82285389, -73.95329055)"
LINK-011397,bx-03-118929,860 MELROSE AVENUE,EAST 160 STREET,EAST 161 STREET,NE,Bronx,10451,203,17,No,,C1-4,Morrisania-Melrose,2014100,2001490,2023820001,40.823646,-73.914030,05/03/2018 12:00:00 AM,11/03/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.82364629, -73.91402994)"
LINK-020521,BX-04-GF22092,3201 PARK AVENUE,EAST 161 STREET,TELLER AVENUE,MIDBLOCK,Bronx,10451,204,17,No,,C2-4,East Concourse-Concourse Village,2017300,,2024210036,40.825252,-73.916328,05/10/2018 12:00:00 AM,11/10/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.82525201616481, -73.91632782437176)"
LINK-013218,bx-04-119077,271 EAST 161 STREET,MORRIS AVE,PARK AVENUE,NE,Bronx,10451,204,17,No,,C2-4,East Concourse-Concourse Village,2017300,2001921,2024210001,40.825605,-73.918258,01/18/2018 12:00:00 AM,07/18/2018 12:00:00 AM,Installed,Link Active!,"(40.82560474, -73.91825809)"
LINK-011177,mn-09-134111,1760 AMSTERDAM AVENUE,WEST 148 STREET,WEST 147 STREET,NW,Manhattan,10031,109,7,No,,C1-4,Hamilton Heights,1023300,1061983,1020790029,40.826707,-73.946665,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.82670709, -73.9466648)"
LINK-012542,mn-09-136457,1780 AMSTERDAM AVENUE,WEST 149 STREET,WEST 148 STREET,NW,Manhattan,10031,109,7,No,,C1-4,Hamilton Heights,1023300,1062033,1020800030,40.827305,-73.946226,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Active!,"(40.82730494, -73.94622593)"
LINK-012732,mn-10-136297,2854 FREDERICK DOUGLASS BOULEVARD,W 152nd St,W 153rd St,NE,Manhattan,10039,110,9,No,,C1-4,Central Harlem North-Polo Grounds,1023600,1083117,1020380001,40.827356,-73.938493,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.82735608509041, -73.93849286418032)"
LINK-011040,mn-10-145541,2926 FREDERICK DOUGLASS BOULEVARD,WEST 155 STREET,WEST 154 STREET,SE,Manhattan,10039,110,9,No,,C8-3,Central Harlem North-Polo Grounds,1023600,1000000,1020400061,40.829002,-73.937279,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.82900248, -73.93727923)"
LINK-012543,mn-09-134427,1865 AMSTERDAM AVENUE,WEST 153 STREET,WEST 152 STREET,NE,Manhattan,10031,109,7,No,,C2-4,Hamilton Heights,1023501,1061607,1020670001,40.829733,-73.944200,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Active!,"(40.82973306, -73.94420042)"
LINK-002069,mn-09-134699,3647 BROADWAY,WEST 150 STREET,WEST 151 STREET,NWC,Manhattan,10031,109,7,No,,C1-4,Hamilton Heights,1023700,1062449,1020970027,40.829809,-73.948201,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Active!,"(40.829809, -73.948201)"
LINK-020555,BX-04-GF22126,221 E 167TH STREET,SHERMAN AVENUE,GRANT AVENUE,SW,Bronx,10456,204,16,No,,C1-4,East Concourse-Concourse Village,2017901,2002689,2024530030,40.833909,-73.915663,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.83390917, -73.91566325)"
LINK-002075,mn-12-135063,3798 BROADWAY,WEST 157 STREET,WEST 158 STREET,SEC,Manhattan,10032,112,7,No,,C4-4,Washington Heights South,1024100,1084193,1021160001,40.834513,-73.944329,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Active!,"(40.834513, -73.944329)"
LINK-002078,mn-12-111616,3823 BROADWAY,WEST 159 STREET,WEST 160 STREET,NWC,Manhattan,10032,112,7,No,,C4-4,Washington Heights South,1024500,1063349,1021370001,40.835546,-73.944011,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Active!,"(40.835546, -73.944011)"
LINK-020557,bx-04-146078,247 E 169TH STREET,SHERIDAN AVENUE,GRANT STREET,NW,Bronx,10456,204,16,No,,C2-4,East Concourse-Concourse Village,2017902,2000000,2028300072,40.835734,-73.913960,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.83573444, -73.91396042)"
